,bacc,animal,genotype,condition,classifier,cell,trial,equal_bacc_sample,cell_trial,cond
0,0.5596730245231608,22,Tg,Veh,NB,10,,True,c10,Tg-Veh
0,0.5556430446194226,23,Tg,Veh,NB,10,,True,c10,Tg-Veh
0,0.6811515480717002,24,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.5868448098663925,25,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.6830199218022714,26,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.6876683937823834,27,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.7130782918149466,28,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.638112255623292,29,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.5402813299232736,30,Tg,GluA2,NB,10,,True,c10,Tg-GluA2
0,0.6985314491548906,0,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6393922497909117,1,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.5587337909992373,2,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.7112400180804581,3,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6760683760683761,4,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6080904334828101,5,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.7380858605750296,6,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6276595744680851,7,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.5946932814021422,8,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6835409488470713,9,WT,Veh,QDA,10,,True,c10,WT-Veh
0,0.6775210084033614,10,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.6446808510638298,11,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.6339608290549534,12,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.7559678256357032,13,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.6707853403141362,14,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.7056426332288401,15,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.6201560140915954,16,WT,GluA2,QDA,10,,True,c10,WT-GluA2
0,0.5,17,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.5,18,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.7196969696969697,19,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.5291332847778587,20,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.5241521068859198,21,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.5673932788374205,22,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.5,23,Tg,Veh,QDA,10,,True,c10,Tg-Veh
0,0.6955458989679522,24,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.5900993490921549,25,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.697728542170918,26,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.6997927461139897,27,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.7221975088967971,28,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.6587134748791255,29,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.5598891730605285,30,Tg,GluA2,QDA,10,,True,c10,Tg-GluA2
0,0.7745912995289554,0,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.7702118762196821,1,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.5389016018306636,2,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.9266988097031792,3,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.8075213675213675,4,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.6747944693572496,5,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.8993698306419851,6,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.7296404988994865,7,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.6901168451801363,8,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.8424330771269546,9,WT,Veh,NN,10,,True,c10,WT-Veh
0,0.7442577030812325,10,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.5,11,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.8626164670089371,12,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.9343539180072652,13,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.7358115183246072,14,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.7556948798328109,15,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.6596628082536488,16,WT,GluA2,NN,10,,True,c10,WT-GluA2
0,0.5,17,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.5370173574211832,18,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.6073232323232324,19,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.5735615440640932,20,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.5210688591983557,21,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.6168029064486831,22,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.5,23,Tg,Veh,NN,10,,True,c10,Tg-Veh
0,0.6280554046713742,24,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.6467968482356972,25,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.8043194935766151,26,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.7169948186528498,27,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.7544483985765125,28,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.8000840866092075,29,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.7485080988917306,30,Tg,GluA2,NN,10,,True,c10,Tg-GluA2
0,0.7827653089498476,0,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.7810147755784778,1,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.5099160945842868,2,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.8954346843453367,3,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.8068376068376069,4,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.6818011958146487,5,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.8692398582118944,6,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.7452922474932746,7,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.6993670886075949,8,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.8362046117148159,9,WT,Veh,SVM,10,,True,c10,WT-Veh
0,0.7423669467787115,10,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.5010638297872341,11,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.8449324966723712,12,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.9008822003113648,13,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.7339267015706806,14,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.7682340647857889,15,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.6400352289884248,16,WT,GluA2,SVM,10,,True,c10,WT-GluA2
0,0.5,17,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.5170031880977684,18,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.547979797979798,19,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.5582665695557174,20,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.5030832476875642,21,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.6333333333333333,22,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.5,23,Tg,Veh,SVM,10,,True,c10,Tg-Veh
0,0.5555404671374253,24,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.6212744090441933,25,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.8036678458387637,26,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.6875647668393783,27,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.7310943060498221,28,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.803762875762035,29,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.6920289855072463,30,Tg,GluA2,SVM,10,,True,c10,Tg-GluA2
0,0.6673593793294541,0,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.69877334820184,1,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.5507246376811594,2,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.7359499773994275,3,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.7662393162393162,4,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.671711509715994,5,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.5886175659708547,6,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.7225483003179262,7,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.6568889970788705,8,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.6600848131460376,9,WT,Veh,LDA,100,,True,c100,WT-Veh
0,0.6337535014005602,10,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.498936170212766,11,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.6362426316790264,12,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.5748572911261027,13,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.7756020942408377,14,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.6763845350052247,15,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.692501258178158,16,WT,GluA2,LDA,100,,True,c100,WT-GluA2
0,0.7,17,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.5,18,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.5473484848484849,19,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.6110706482155863,20,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.5061664953751285,21,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.7213442325158946,22,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.5,23,Tg,Veh,LDA,100,,True,c100,Tg-Veh
0,0.49837045084193377,24,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.552757793764988,25,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.5722398063675294,26,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.6847668393782383,27,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.6321174377224199,28,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.7046457851587135,29,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.5647911338448423,30,Tg,GluA2,LDA,100,,True,c100,Tg-GluA2
0,0.7769465225824328,0,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.7635907443546139,1,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.7715484363081617,2,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.7695494952538797,3,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.7694017094017094,4,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.6513452914798206,5,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.8156754627806223,6,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.6916116409880166,7,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.6486124634858812,8,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.8420355155049033,9,WT,Veh,NB,100,,True,c100,WT-Veh
0,0.6911064425770308,10,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.6095744680851064,11,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.7705837611713253,12,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.8196678775298392,13,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.7415706806282722,14,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.6891327063740857,15,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.722320080523402,16,WT,GluA2,NB,100,,True,c100,WT-GluA2
0,0.85,17,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.6510804109103789,18,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.860479797979798,19,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.7807720320466132,20,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.7019527235354573,21,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.6912806539509537,22,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.6910761154855642,23,Tg,Veh,NB,100,,True,c100,Tg-Veh
0,0.7058663769690385,24,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.6927029804727647,25,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.7540495252280767,26,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.6883937823834196,27,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.7451067615658362,28,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.7038049190666387,29,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.688618925831202,30,Tg,GluA2,NB,100,,True,c100,Tg-GluA2
0,0.885009697977279,0,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.8452049066071927,1,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.8672768878718535,2,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.810230525839988,3,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.7848717948717949,4,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.6776905829596412,5,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.9088223710122095,6,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.7355099046221569,7,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.6958373904576436,8,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.870262390670554,9,WT,Veh,QDA,100,,True,c100,WT-Veh
0,0.7070728291316526,10,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.6691489361702128,11,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.858528237307473,12,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.891281785158277,13,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.7579057591623036,14,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.7193312434691745,15,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.767362858580775,16,WT,GluA2,QDA,100,,True,c100,WT-GluA2
0,0.75,17,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.6257527453064117,18,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.9375,19,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.9024034959941734,20,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.7708119218910585,21,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.7138056312443233,22,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.6656167979002625,23,Tg,Veh,QDA,100,,True,c100,Tg-Veh
0,0.7244703965236284,24,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.7089756766015759,25,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.7750884379072798,26,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.702901554404145,27,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.7584519572953736,28,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.751944502837923,29,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.8218243819266837,30,Tg,GluA2,QDA,100,,True,c100,Tg-GluA2
0,0.9591299528955389,0,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.9656398104265402,1,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.7967200610221206,2,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.9699412385113757,3,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.934017094017094,4,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.8120328849028401,5,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.9765655769988184,6,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.8901932012717046,7,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.8519961051606622,8,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.9636893718526371,9,WT,Veh,NN,100,,True,c100,WT-Veh
0,0.807703081232493,10,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.5031914893617021,11,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.9645369842175319,12,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.9804099636741048,13,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.8612565445026178,14,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.8021943573667711,15,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.8634876698540513,16,WT,GluA2,NN,100,,True,c100,WT-GluA2
0,0.5,17,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.6130003542330854,18,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.9640151515151515,19,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.8936635105608157,20,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.6551901336073997,21,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.7987284287011808,22,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.5,23,Tg,Veh,NN,100,,True,c100,Tg-Veh
0,0.6884845192829984,24,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.7800616649537513,25,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.8959225470117297,26,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.7223834196891191,27,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.9096975088967971,28,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.9233760773596804,29,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.9465046888320545,30,Tg,GluA2,NN,100,,True,c100,Tg-GluA2
0,0.9746467165419783,0,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9793699470309452,1,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.8672768878718535,2,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9734066596353774,3,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9385470085470086,4,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.8245515695067265,5,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9856242615202836,6,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9343360234776229,7,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.8734177215189873,8,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.9838324940365757,9,WT,Veh,SVM,100,,True,c100,WT-Veh
0,0.8103641456582633,10,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.5053191489361702,11,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.9713823920897509,12,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.9837830825116762,13,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.8805235602094241,14,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.8053291536050157,15,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.8956970306995471,16,WT,GluA2,SVM,100,,True,c100,WT-GluA2
0,0.65,17,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.5828905419766206,18,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.9804292929292929,19,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.948652585579024,20,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.6870503597122302,21,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.8216167120799274,22,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.5,23,Tg,Veh,SVM,100,,True,c100,Tg-Veh
0,0.6554861488321564,24,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.7800616649537513,25,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.9091416868367157,26,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.685699481865285,27,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.9225978647686832,28,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.9436619718309859,29,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.9639812446717817,30,Tg,GluA2,SVM,100,,True,c100,Tg-GluA2
0,0.6863200562198042,0,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.7000301524941698,1,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.555937888363986,2,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.7450997074332937,3,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.7646005133742293,4,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.6827654438971795,5,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.7105378859301226,6,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.7268924805858956,7,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.6584370168602776,8,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.6714182770395656,9,WT,Veh,LDA,,,False,baseline,WT-Veh
0,0.6342776602557882,10,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.503792092239016,11,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.6503236967441266,12,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.6191495943463619,13,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.8132097311458079,14,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.6736194081346977,15,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.6929044596847873,16,WT,GluA2,LDA,,,False,baseline,WT-GluA2
0,0.5,17,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.7123459407507915,18,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.6169205167315369,19,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.5057225442097566,20,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.7199160402964226,21,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.5,22,Tg,Veh,LDA,,,False,baseline,Tg-Veh
0,0.4990677800973693,23,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.5545119616577542,24,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.584330863378705,25,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.6841289815811881,26,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.690726647816761,27,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.7329845201823402,28,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.6553471630197973,29,Tg,GluA2,LDA,,,False,baseline,Tg-GluA2
0,0.7853844915847716,0,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.7601480221999999,1,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.7916148366102651,2,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.7697674529565763,3,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.7716418680810166,4,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.6586068024210345,5,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.8616200283525066,6,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.6996914583878016,7,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.6510761308527142,8,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.855997426334165,9,WT,Veh,NB,,,False,baseline,WT-Veh
0,0.6901418997160065,10,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.6945176981489118,11,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.7793925148058829,12,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.8359290692385024,13,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.7730696486666122,14,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.6907546512621333,15,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.7209928881609785,16,WT,GluA2,NB,,,False,baseline,WT-GluA2
0,0.6465252033828985,17,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.9080779813055933,18,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.7733822597486888,19,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.7089671595528397,20,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.6896639267458771,21,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.6952340858559625,22,Tg,Veh,NB,,,False,baseline,Tg-Veh
0,0.7072627048427438,23,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.6910033528687829,24,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.7636531472161747,25,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.6891981386424838,26,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.7660557558401001,27,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.7114587864353034,28,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.7453845789523539,29,Tg,GluA2,NB,,,False,baseline,Tg-GluA2
0,0.8963815178233003,0,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.8491514960641908,1,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.8836529881581694,2,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.8171851193361777,3,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.7848949520837536,4,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.6835969394006224,5,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.9364114375244672,6,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.7427374944443246,7,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.6996572025858283,8,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.8926831892867576,9,WT,Veh,QDA,,,False,baseline,WT-Veh
0,0.707569979492952,10,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.74678500812732,11,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.8709850828686423,12,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.9083428305211343,13,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.7923499574388694,14,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.7172029806382441,15,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.7626636278246193,16,WT,GluA2,QDA,,,False,baseline,WT-GluA2
0,0.7382858325857429,17,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.6239998755347943,18,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.9792910447761194,19,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.9043425220015606,20,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.7720921407792111,21,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.7131300664523432,22,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.6589164774265088,23,Tg,Veh,QDA,,,False,baseline,Tg-Veh
0,0.7263761059905324,24,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.7087886813257434,25,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.7977029283622612,26,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.7006510566310459,27,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.8472078528856636,28,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.7815738131623887,29,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
0,0.8991735341479588,30,Tg,GluA2,QDA,,,False,baseline,Tg-GluA2
